Field,RA,DEC,u_MJD,J0378_MJD,J0395_MJD,J0410_MJD,J0430_MJD,g_MJD,J0515_MJD,r_MJD,J0660_MJD,i_MJD,J0861_MJD,z_MJD
SPLUS-s43s29,66.32,-55.71,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0
SPLUS-s43s30,68.68,-55.71,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0
SPLUS-s43s31,71.05,-55.71,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0
SPLUS-s43s32,73.42,-55.71,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0
SPLUS-s43s46,345.79,-55.71,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0
SPLUS-s44s23,53.88,-56.99,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0
SPLUS-s44s24,56.33,-56.99,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0
SPLUS-s44s25,58.78,-56.99,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0
SPLUS-s44s26,61.23,-56.99,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0
SPLUS-s44s27,63.68,-56.99,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0
SPLUS-s44s28,66.12,-56.99,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0
SPLUS-s44s29,68.57,-56.99,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0
SPLUS-s44s30,71.02,-56.99,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0
SPLUS-s44s31,73.47,-56.99,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0
SPLUS-s45s22,53.24,-58.26,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0
SPLUS-s45s23,55.78,-58.26,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0
SPLUS-s45s24,58.31,-58.26,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0
SPLUS-s45s25,60.85,-58.26,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0
SPLUS-s45s26,63.38,-58.26,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0
SPLUS-s45s27,65.92,-58.26,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0
SPLUS-s45s28,68.45,-58.26,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0
SPLUS-s45s29,70.99,-58.26,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0
SPLUS-s45s30,73.52,-58.26,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0
SPLUS-s45s31,316.9,-58.26,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0
SPLUS-s45s41,342.25,-58.26,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0
SPLUS-s46s01,0.02,-59.53,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0
SPLUS-s46s02,2.63,-59.53,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0
SPLUS-s46s22,55.18,-59.53,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0
SPLUS-s46s23,57.81,-59.53,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0
SPLUS-s46s24,60.44,-59.53,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0
SPLUS-s46s25,63.07,-59.53,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0
SPLUS-s46s26,65.69,-59.53,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0
SPLUS-s46s27,68.32,-59.53,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0
SPLUS-s46s28,70.95,-59.53,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0
SPLUS-s46s29,73.58,-59.53,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0
SPLUS-s46s32,320.58,-59.53,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0
SPLUS-s46s40,341.6,-59.53,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0
STRIPE82-0001,0.0,-0.7,58398.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0
STRIPE82-0002,0.0,0.7,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0
STRIPE82-0003,1.42,-0.7,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0
STRIPE82-0004,1.42,0.7,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0
STRIPE82-0005,2.83,-0.7,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0
STRIPE82-0006,2.83,0.7,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0
STRIPE82-0007,4.25,-0.7,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0
STRIPE82-0008,4.25,0.7,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0
STRIPE82-0009,5.67,-0.7,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0
STRIPE82-0010,5.67,0.7,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0
STRIPE82-0011,7.09,-0.7,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0
STRIPE82-0012,7.09,0.7,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0
STRIPE82-0013,8.5,-0.7,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0
STRIPE82-0014,8.5,0.7,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0
STRIPE82-0015,9.92,-0.7,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0
STRIPE82-0016,9.92,0.7,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0
STRIPE82-0017,11.34,-0.7,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0
STRIPE82-0018,11.34,0.7,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0
STRIPE82-0019,12.75,-0.7,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0
STRIPE82-0020,12.75,0.7,58363.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0
STRIPE82-0021,14.18,-0.7,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0
STRIPE82-0022,14.18,0.7,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0
STRIPE82-0023,15.59,-0.7,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0
STRIPE82-0024,15.59,0.7,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0
STRIPE82-0025,17.01,-0.7,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0
STRIPE82-0026,17.01,0.7,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0
STRIPE82-0027,18.43,-0.7,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0
STRIPE82-0028,18.43,0.7,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0
STRIPE82-0029,19.84,-0.7,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0
STRIPE82-0030,19.84,0.7,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0
STRIPE82-0031,21.26,-0.7,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0
STRIPE82-0032,21.26,0.7,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0
STRIPE82-0033,22.68,-0.7,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0
STRIPE82-0034,22.68,0.7,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0
STRIPE82-0035,24.1,-0.7,57636.0,57636.0,57636.0,58463.0,58463.0,57636.0,58463.0,57636.0,58463.0,57636.0,58463.0,57636.0
STRIPE82-0036,24.1,0.7,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0
STRIPE82-0037,25.51,-0.7,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0
STRIPE82-0038,25.51,0.7,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0
STRIPE82-0039,26.93,-0.7,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0
STRIPE82-0040,26.93,0.7,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0
STRIPE82-0041,28.35,-0.7,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0
STRIPE82-0042,28.35,0.7,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0
STRIPE82-0043,29.76,-0.7,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0
STRIPE82-0044,29.76,0.7,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0
STRIPE82-0045,31.18,-0.7,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0
STRIPE82-0046,31.18,0.7,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0
STRIPE82-0047,32.6,-0.7,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0
STRIPE82-0048,32.6,0.7,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0
STRIPE82-0049,34.02,-0.7,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0
STRIPE82-0050,34.02,0.7,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0
STRIPE82-0051,35.43,-0.7,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0
STRIPE82-0052,35.43,0.7,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0
STRIPE82-0053,36.85,-0.7,57656.0,57656.0,57656.0,57656.0,57656.0,57656.0,57656.0,57656.0,57656.0,57656.0,57656.0,57656.0
STRIPE82-0054,36.85,0.7,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0
STRIPE82-0055,38.27,-0.7,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0
STRIPE82-0056,38.27,0.7,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0
STRIPE82-0057,39.68,-0.7,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0
STRIPE82-0058,39.68,0.7,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0
STRIPE82-0059,41.1,-0.7,57687.0,57686.0,57686.0,57686.0,57686.0,57687.0,57686.0,57686.0,57686.0,57686.0,57686.0,57686.0
STRIPE82-0060,41.1,0.7,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0
STRIPE82-0061,42.52,-0.7,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0
STRIPE82-0062,42.52,0.7,57661.0,57661.0,57661.0,57661.0,57661.0,57661.0,57661.0,57661.0,57661.0,57661.0,57661.0,57661.0
STRIPE82-0063,43.94,-0.7,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0
STRIPE82-0064,43.94,0.7,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0
STRIPE82-0065,45.35,-0.7,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0
STRIPE82-0066,45.35,0.7,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0
STRIPE82-0067,46.77,-0.7,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0
STRIPE82-0068,46.77,0.7,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0
STRIPE82-0069,48.19,-0.7,57657.0,57657.0,57657.0,57657.0,57657.0,57657.0,57657.0,57657.0,57657.0,57657.0,57657.0,57657.0
STRIPE82-0070,48.19,0.7,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0
STRIPE82-0071,49.61,-0.7,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0
STRIPE82-0072,49.61,0.7,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0
STRIPE82-0073,51.03,-0.7,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0
STRIPE82-0074,51.03,0.7,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0,57683.0
STRIPE82-0075,52.44,-0.7,58393.0,58393.0,58393.0,58393.0,58393.0,58393.0,58393.0,58393.0,58393.0,58393.0,58393.0,58393.0
STRIPE82-0076,52.44,0.7,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0
STRIPE82-0077,53.86,-0.7,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0
STRIPE82-0078,53.86,0.7,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0
STRIPE82-0079,55.28,-0.7,57638.0,58404.0,58404.0,58404.0,58404.0,57638.0,58404.0,57638.0,58404.0,57638.0,58404.0,57638.0
STRIPE82-0080,55.28,0.7,57662.0,58404.0,58404.0,58404.0,58404.0,57662.0,58404.0,57662.0,58404.0,57662.0,58404.0,57662.0
STRIPE82-0081,56.69,-0.7,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,58407.0,57655.0,58407.0,57655.0
STRIPE82-0082,56.69,0.7,57661.0,58398.0,58398.0,58398.0,58398.0,57661.0,58398.0,57661.0,58398.0,57661.0,58398.0,57661.0
STRIPE82-0083,58.11,-0.7,57643.0,58398.0,58398.0,58398.0,58398.0,57643.0,58398.0,57643.0,58398.0,57643.0,58398.0,57643.0
STRIPE82-0084,58.11,0.7,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0
STRIPE82-0085,59.53,-0.7,57659.0,57659.0,57659.0,57659.0,57659.0,57659.0,57659.0,57659.0,57682.0,57659.0,57682.0,57659.0
STRIPE82-0086,59.53,0.7,57660.0,58404.0,58397.0,58397.0,58397.0,57660.0,58397.0,57660.0,58397.0,57660.0,58397.0,57660.0
STRIPE82-0087,300.47,-0.7,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0
STRIPE82-0088,300.47,0.7,58418.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0
STRIPE82-0089,301.89,-0.7,58397.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0
STRIPE82-0090,301.89,0.7,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0
STRIPE82-0091,303.31,-0.7,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0
STRIPE82-0092,303.31,0.7,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0
STRIPE82-0093,304.73,-0.7,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0
STRIPE82-0094,304.73,0.7,57639.0,57639.0,57639.0,57639.0,57639.0,57639.0,57639.0,57639.0,57639.0,57639.0,57639.0,57639.0
STRIPE82-0095,306.14,-0.7,57639.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,58419.0,57640.0,57640.0,57640.0
STRIPE82-0096,306.14,0.7,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58406.0,58404.0
STRIPE82-0097,307.56,-0.7,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0,58398.0
STRIPE82-0098,307.56,0.7,58406.0,58406.0,58406.0,58406.0,58406.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0,58404.0
STRIPE82-0099,308.98,-0.7,57658.0,57656.0,57656.0,57656.0,57656.0,57658.0,57656.0,57658.0,57656.0,57658.0,57657.0,57656.0
STRIPE82-0100,308.98,0.7,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0
STRIPE82-0101,310.39,-0.7,57653.0,57653.0,57653.0,57653.0,57653.0,57653.0,57653.0,57653.0,57653.0,57653.0,57653.0,57653.0
STRIPE82-0102,310.39,0.7,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0,58371.0
STRIPE82-0103,311.81,-0.7,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0
STRIPE82-0104,311.81,0.7,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0
STRIPE82-0105,313.23,-0.7,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0
STRIPE82-0106,313.23,0.7,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0
STRIPE82-0107,314.65,-0.7,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0
STRIPE82-0108,314.65,0.7,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0
STRIPE82-0109,316.06,-0.7,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0,57637.0
STRIPE82-0110,316.06,0.7,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0
STRIPE82-0111,317.48,-0.7,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0,58367.0
STRIPE82-0112,317.48,0.7,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0
STRIPE82-0113,318.9,-0.7,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0
STRIPE82-0114,318.9,0.7,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0
STRIPE82-0115,320.32,-0.7,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0
STRIPE82-0116,320.32,0.7,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0
STRIPE82-0117,321.73,-0.7,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0
STRIPE82-0118,321.73,0.7,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0,57669.0
STRIPE82-0119,323.15,-0.7,58311.0,58311.0,58311.0,58311.0,58311.0,58311.0,58311.0,58311.0,58311.0,58311.0,58311.0,58311.0
STRIPE82-0120,323.15,0.7,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0,57670.0
STRIPE82-0121,324.57,-0.7,57667.0,58419.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0,57667.0
STRIPE82-0122,324.57,0.7,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0,58372.0
STRIPE82-0123,325.98,-0.7,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0,57633.0
STRIPE82-0124,325.98,0.7,58371.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0
STRIPE82-0125,327.4,-0.7,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0,58350.0
STRIPE82-0126,327.4,0.7,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0
STRIPE82-0127,328.82,-0.7,58406.0,58406.0,58406.0,58406.0,58406.0,58406.0,58406.0,58406.0,58406.0,58406.0,58406.0,58406.0
STRIPE82-0128,328.82,0.7,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0,58370.0
STRIPE82-0129,330.24,-0.7,58401.0,58401.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0,57635.0
STRIPE82-0130,330.24,0.7,57687.0,57687.0,57687.0,57687.0,57687.0,57687.0,57687.0,57687.0,57687.0,57687.0,57687.0,57687.0
STRIPE82-0131,331.65,-0.7,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0
STRIPE82-0132,331.65,0.7,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0,58369.0
STRIPE82-0133,333.07,-0.7,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0,57666.0
STRIPE82-0134,333.07,0.7,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0,57682.0
STRIPE82-0135,334.49,-0.7,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0,58363.0
STRIPE82-0136,334.49,0.7,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0,57643.0
STRIPE82-0137,335.9,-0.7,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0,58368.0
STRIPE82-0138,335.9,0.7,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0,57671.0
STRIPE82-0139,337.32,-0.7,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0
