Field,u_3,J0378_3,J0395_3,J0410_3,J0430_3,g_3,J0515_3,r_3,J0660_3,i_3,J0861_3,z_3,u_5,J0378_5,J0395_5,J0410_5,J0430_5,g_5,J0515_5,r_5,J0660_5,i_5,J0861_5,z_5,u_10,J0378_10,J0395_10,J0410_10,J0430_10,g_10,J0515_10,r_10,J0660_10,i_10,J0861_10,z_10,u_50,J0378_50,J0395_50,J0410_50,J0430_50,g_50,J0515_50,r_50,J0660_50,i_50,J0861_50,z_50
HYDRA-0102,19.761041292949137,19.001921122178594,19.035957008906202,18.95561704359554,19.040494259906673,20.124734075414395,19.23696983470949,20.202783531023776,19.94269809330951,20.033765427721665,19.260970514514458,19.611752460867134,19.747955760271047,18.989230437957495,18.904342294946723,18.888950522237803,18.97418059394868,20.03624301617712,19.190695393747895,20.161282525332332,19.84032246398069,19.98087398841454,19.26926151428949,19.540619990967166,18.90718076809722,18.394056934115813,18.188829742190677,18.177597718640666,18.264332671814415,19.134287781057004,18.33715585085147,19.18235927821739,19.02973448033405,19.11926509043879,18.403313152512304,18.632443616108972,16.16009655966569,15.821206113876382,15.383430733522301,15.333263864749213,15.431491138332529,16.072634953015104,15.508446453715116,16.111619288467608,16.200805887525405,16.25667729282592,15.642837103963432,15.656541880431984
HYDRA-0103,19.40893392826429,19.143772031806655,18.54206293184097,18.965260644346642,19.11556729464253,20.29639362237763,19.26470908757497,20.580826452834827,20.34268309780398,20.104483302710065,19.147714653418163,19.381667955959983,19.37922646303826,19.14308774426724,18.49144093473106,18.991155080841533,19.111295642953753,20.281441618286365,19.24475535175769,20.54392548054262,20.30063340911176,20.0985320997664,19.163786075056194,19.35138532804651,19.240796762421816,18.907205575359715,18.35014870810134,18.57756843271128,18.771204797069693,19.96727682071176,18.956071849732634,20.05192596971584,19.825251689631678,19.479501013714764,18.6486408293896,18.649034240596382,16.84059178759786,16.430889342113414,15.790938704256739,16.07534418730661,16.029188090171477,17.414049304117054,16.302621260697656,17.231956858893536,17.085764409840106,16.731086737514815,15.553575301415506,15.64416673709233
HYDRA-0104,19.913692811252332,19.496484095570203,18.612311465160996,18.98957088967085,19.18107992931336,20.288007899762476,19.395725978691093,20.19042803706759,20.100166862624334,20.447503943703158,19.560412983531617,19.71828635140777,19.913399787862197,19.46259147876625,18.62735274572065,18.96436519794488,19.21146553465303,20.262136146565805,19.355009050388112,20.131811372778348,20.066235203115415,20.387285417129274,19.502074128542453,19.644063063958146,19.1811348841003,18.771566612496095,18.365497089910306,18.301507463310244,18.544375096034635,19.496696070886365,18.765559534057488,19.688305980512176,19.603885964350553,19.38846728028408,18.683063991496876,18.65998060273524,16.31109060180065,16.084289305676563,15.451064369578713,15.781418412971087,15.713643651847153,16.5588348341403,15.883316016751163,16.66842723594948,16.59098264897838,16.01379544268536,15.518065377005069,15.19142767912443
HYDRA-0105,20.21896579867022,19.772850687044617,19.219845545628502,19.54307819266546,19.54028923848756,20.7355223978443,19.924608449680772,20.81051965130927,20.479254687060575,20.398622819179923,19.191469979501996,19.386425479601485,20.21271671049386,19.757588509011285,19.22015865719979,19.543849187392823,19.568149782006163,20.797720857246,19.929106190537524,20.803597184619775,20.425044847478784,20.366337960341106,19.175012447169472,19.364912397368194,19.800421907904756,19.41174487721365,18.959023851204588,19.21585452629286,19.329774811216815,20.43646812903018,19.684890874210396,20.36410026144092,20.1241657861774,19.678494636539185,18.810124609057667,18.754945639905802,17.25399397858252,16.843009649396492,16.368745144632843,16.569728415620236,16.58904674256901,17.673178214486235,16.69666771284237,17.42188095859853,17.279952696502235,16.302957301431018,15.867585835726548,15.312463811583822
HYDRA-0106,18.928776520604202,18.725863352773892,18.657873944117064,18.732045017712387,18.841671874165336,19.9169885040379,19.105433842308024,19.77241977163099,19.850256055908794,19.515064903154418,19.469908660350303,19.31623174512312,18.916179908250847,18.674980659114993,18.631873908615233,18.764543851057645,18.841645876453967,19.9084127155085,19.094248874929562,19.80064863062905,19.841144230439895,19.62936723885278,19.408132423271134,19.372228045074777,18.819951410155348,18.516772060822525,18.572742256362368,18.77431337702316,18.948949682888287,19.886443481141818,19.119993723357485,19.879562864832934,19.478653611843185,19.51600461638183,18.89703258167563,18.918775710071934,16.214584975102547,15.953663330745275,15.988897989460252,15.761221679513564,15.826223251203622,17.122373518758987,16.048530795941907,16.90743983757163,16.918545077064266,16.38124523645015,15.334489449920149,15.275409065836199
HYDRA-0107,19.246379086401568,18.164177761429908,18.96012335037495,18.34441380773271,18.29830291431394,19.2715158035789,18.236722214167457,19.817841628107672,19.54291437706831,19.17719705712361,18.564392867629287,19.18909327140945,19.252003483913143,18.14462462234037,18.95429642025997,18.329545545270793,18.353549325508503,19.30029574710335,18.24902137188935,20.027471392485676,19.80149910713734,19.27975986260688,18.641596676282703,19.297750356592147,19.38082822742392,18.265175709665336,18.923748791319575,18.246584058871456,18.27648817031993,19.223578727345718,18.216071000505707,19.75087283194429,19.6501291774496,18.83465104733956,18.386207226118053,18.65061995945023,15.839835297621129,15.58353338568753,15.751619986746794,14.309324616797806,15.137613315116806,15.717047264158138,14.769811956683803,16.830315691445644,15.819518844939248,15.263408509234708,14.82138075275881,14.949369501009382
HYDRA-0108,19.57450530381351,19.295842654628622,18.943223556448572,19.09799964758149,19.208516408551983,20.158105561328327,19.455748911200157,20.46220700781535,20.292413703857072,20.492538871230973,19.529402188433238,19.719004249928936,19.547993906612458,19.29918671756811,18.911405410693664,19.114432320635938,19.186532270897672,20.15278423629837,19.462040972520953,20.442415205364405,20.23373941428747,20.44035649202657,19.485922987933165,19.679908502252026,19.263734429152674,18.918504838273044,18.621269351041263,18.74578777594865,18.695236298333914,19.58342960837903,18.988419939228,19.813244253095,19.664752932392666,19.646793932480843,18.877856331505438,18.915145796943975,16.78213841633109,16.384688591045393,16.118778752418724,15.865403324251709,16.02141865996123,16.928661015684128,16.280948621476465,16.828379481211268,16.929374135818446,16.629937942116552,15.940668390363665,14.812490701404677
HYDRA-0109,20.0601779131985,19.599960927275326,19.32289812939173,19.224697003574157,19.201170932606153,20.24914547685496,19.592243923686283,20.480989406124383,20.247948569868086,20.55143563849999,19.814378940599198,20.110704706763805,20.050004026246796,19.625332458414846,19.325747205631416,19.207498945676388,19.176562248509928,20.22757224050822,19.586975329065638,20.416972980499498,20.220977703752286,20.486009251938896,19.779173431665207,20.008723057784835,19.516373067202547,19.082014946698344,18.752577261949163,18.60308682781612,18.63972992731483,19.38808334448353,18.78176649132052,19.55053926474146,19.386069434649897,19.503023279735938,18.90804174894741,18.879915437669855,16.511829399668965,15.727768785328704,15.473017685610621,15.473996259508867,15.470660564070702,15.959708695849947,15.499545011077501,16.378238604558128,16.085901059176276,15.95001252970388,15.332119836055046,15.443378428989611
HYDRA-0110,20.08538619389725,19.505245576763045,18.99776775261484,19.02357675377612,19.1753459434848,20.3081584736424,19.500610401505412,20.51136593507909,20.415547264567007,20.140898792134294,19.08602956451233,19.227448117271937,20.11967087866391,19.46856058958131,19.02937506468607,19.067565485445137,19.14231815424913,20.353567634570418,19.53016649296002,20.54089898757232,20.419257316254757,20.116540366800578,19.082083934192816,19.2053957318694,20.040267920060845,19.44054636888694,18.96969820423373,19.003738985230143,19.110788384813397,20.2317292251295,19.400378345612978,20.342569548611884,20.191729492222677,19.842427233272964,18.82374890933408,18.947725503253018,17.826106612314806,17.204282743796554,16.674147928330136,16.777348382255838,16.76446166085774,17.758808852237536,16.861027500998,17.56193983141507,17.562851335268608,16.840941597168655,15.976869511400404,15.91678212694956
HYDRA-0111,20.293448867772447,19.56511609239582,18.82763669699539,19.2144546104536,19.404245153454813,20.589565133386472,19.687805792541575,20.50406037858323,20.30577525311386,20.381434770904864,18.553163433882233,19.777608717880533,20.258473930689394,19.52281055652756,18.821785763262994,19.21173930849745,19.380711854414173,20.58959315413822,19.68523428955707,20.51924728914942,20.27219694153107,20.35867356358404,18.544088974556544,19.720760831496143,19.72091348504721,19.186753171902986,18.561990719003077,18.748877973451094,18.867488075104752,20.26524211245078,19.15558211923675,20.075452898577318,19.75572131347619,19.81554909567198,17.78633050225646,19.08111645992358,17.14749711414101,16.56837021775933,16.079784560683294,16.368005591670222,16.378279040632172,17.717085950282424,16.555086318540358,17.672563334008156,16.995749884773456,17.092899132669444,14.986376571942705,16.196207132155507
HYDRA-0112,20.06141025229502,19.434734727376053,18.924497243037735,19.179651014376194,19.26501635825411,20.755144917265802,19.428788794981024,20.701794181302937,20.06648905586604,20.371132451993027,19.282224564275246,19.64662136960417,20.062899980667694,19.393159111823667,18.894736378588483,19.160363604751648,19.268646012113095,20.75225945690692,19.45127164059788,20.702759521434718,20.102557181002012,20.29667567281467,19.304756159623153,19.588239009456057,19.6226914863909,19.148235191048368,18.591980324140557,18.840995491124723,18.956779750564476,20.308818674524105,19.13325316208784,20.16606650308762,19.812399371119255,19.61355024783813,18.674943799836655,18.720533428385835,16.959030872509906,16.603775220318283,16.064891880488574,16.370016486390046,16.406232546128045,17.633294203415833,16.631894813949273,17.139088901274786,17.060836894122048,16.410119414813796,15.777278398828901,15.69143737257474
HYDRA-0113,20.271709311742512,20.090113686185873,19.662692896444028,19.915247052621964,19.954944834024182,21.035266743791244,20.29077943211869,21.033542058544764,20.994817901246947,20.726649714333,19.84689252311756,20.08543809220386,20.307135750138308,20.091500119351537,19.664434197284027,19.919361870168217,19.96010519991036,21.06073019078178,20.33789497154244,20.99266861820117,20.960449578786033,20.67034054651741,19.825807458115897,19.989132260163522,19.93336397684164,19.758920613445515,19.22299626635826,19.456768035931255,19.55303894373715,20.61694189459642,19.80229855315138,20.448182024696436,20.30760334289281,19.85610762241751,19.064399022144627,19.00832555516938,17.32270475985668,17.115886210072194,16.483130546118595,16.72607509888298,16.75185085712124,17.791722035719612,16.84402301255001,17.594218367587107,17.20356100306175,16.543815981267894,15.838465312669975,15.59953490714284
HYDRA-0114,19.578152149049124,19.33564639569708,18.91748331816806,19.087113775488376,18.747582362311228,20.395454066158376,19.405246968021878,20.632731372629003,20.10877713935438,19.919108060534725,18.67141270988916,19.075762976230294,19.561620444391597,19.368663606586004,18.936498511345555,19.08741251626501,18.747563192533562,20.406569946169498,19.38732964203882,20.631469330794783,20.135340025120534,19.937661732848333,18.670218487434262,19.109189871903787,19.47375191586827,19.233929272639052,18.762390200308552,18.87003166030965,18.687433243041163,20.144675663279802,19.260346604714183,20.20194572671439,19.871146642942207,19.47286760079341,18.621253902298115,18.670026481164687,17.210425194289122,16.796861585616384,16.31160665308441,16.46851253086138,16.530046165105837,17.694322899355715,16.836903112711706,17.502532416212595,17.327040310004215,16.74242254173456,15.84222976015268,15.763503264257052
HYDRA-0115,19.879777835966955,19.63975976264414,19.307300569089733,19.408861543189158,19.530409660478885,20.608524194756242,19.95513173051807,20.907937083873904,20.92450460013754,20.702324540477058,19.787206046778024,20.074917990058232,19.889787895673706,19.631181553614667,19.303176451702775,19.410071963554522,19.53156750662631,20.64219971908386,19.96911630917805,20.883418211735165,20.92097590760826,20.68328767818892,19.81851959362524,20.05902186609473,19.683073712090117,19.397494866458416,19.0841801656247,19.095546209462203,19.274438351423967,20.403303748551743,19.547107540127254,20.44544452928685,20.365593975362607,20.076822325087686,19.360808673332432,19.352856291785034,17.188335200167156,16.798305799277994,16.353215857372096,16.483368123394996,16.555530242073665,17.70260665325628,16.701541407243106,17.612355814094975,17.56833453132003,17.211324188239743,16.388477112991318,16.330826344448788
HYDRA-0116,20.455704690621502,19.961757609409645,19.445933234762215,19.56991502169943,19.690242596422124,20.811540483990036,19.72057459655877,20.917066313534477,20.855784584919444,20.536276867577662,19.7390866248251,19.696449914446653,20.450365521398467,19.96260909407578,19.46285785444075,19.571772557837484,19.665259481217156,20.78596268800907,19.72172944466486,20.90953697498032,20.831334122945655,20.521444898914424,19.732638488578328,19.701699512290553,20.002883074235648,19.597786733249446,19.14563856816385,19.235768979206618,19.243928871940106,20.424901256360137,19.461873283512993,20.484885633915223,20.341298652136427,19.884021138570372,19.11651134036394,19.071435228971993,17.579504855544066,17.037391232134294,16.572622204146917,16.546758892059902,16.599311250373223,17.76769775243441,16.931446182887576,17.389269529025977,17.183831223193504,16.518323285833304,15.833127296895452,15.997363147207327
HYDRA-0117,20.18061276978132,19.915885090798028,19.329775417049177,19.523780972420354,19.096014691646847,20.820336764045532,19.98062189336205,20.329059593665423,20.08782541292348,19.762331211740836,18.612326733440817,19.23994154200107,20.148619425753743,19.861282445435037,19.330863238834766,19.524879685342405,19.097143828867242,20.84032387472357,20.01406491297867,20.35041503895021,20.092672950696176,19.74632757696463,18.588432158681172,19.249775975652874,19.92714646891472,19.58906080158002,19.076928383341667,19.199603046476177,18.514161882679687,20.309501267439735,19.50797238948757,20.076682373087984,19.670018886875358,19.503720032820652,18.1584290065519,18.94839040066767,17.113934514374904,16.945010859024542,16.404646815738772,16.493202343856055,15.59924130306566,17.676747728279114,16.86021970674743,17.53064421412366,17.02524495232832,16.973990898306788,15.275265934120577,16.28108933165805
HYDRA-0118,20.2497537607957,20.143578253731462,19.40782355261635,19.454505074434646,19.81065127534867,21.007133087886295,20.144744215915598,21.17557406967589,20.69218054811063,20.86468915426376,20.148380977767324,20.164967079098595,20.324591681019417,20.135039829737934,19.419726321948698,19.454849087318024,19.81206585291048,20.966376172668344,20.169141140209643,21.110325532410158,20.722446281133,20.818690218389897,20.10688022196075,20.110813178485074,20.032924488417073,19.699295361596555,19.151563309271552,19.180346774586987,19.337790820767474,20.511383898855726,19.69883766523136,20.53152304643248,20.256061468378874,19.93650581075488,19.29332818139954,19.167882813730017,16.84346037642551,16.366336341468017,15.830690063295553,15.61364250765237,16.051890844708247,17.217227267767772,15.96102239554858,17.028783593512546,16.930873261749582,16.569645817925604,15.797868434462497,15.705604351824181
HYDRA-0119,19.86613449114342,19.294788073736438,19.10543332008851,19.204006023955845,19.243275735189542,20.20848918478439,19.53133705818029,20.70056739137592,20.435599690857778,20.621375331322575,19.6080550614253,19.8310355454821,19.8992687878813,19.334345627292954,19.115623830209508,19.229275679948152,19.248945163723178,20.21544206637669,19.510612777512787,20.660607601521598,20.384663554888753,20.579135654814536,19.599441009495308,19.780857539633782,19.513496715391646,19.028572322238077,18.771555332377897,18.72772485080753,18.810591827051553,19.60433954498891,18.939995526248303,20.07956482331229,19.728013033190038,19.815982724823748,18.867234549369815,19.009479457532024,16.769258189495567,16.4440598786555,16.01654547225708,15.986839286651595,16.05603525778292,16.844490543545245,16.26454019490856,15.891022414833934,16.919969105743107,16.188578630307468,15.557680181355714,15.98821474570819
HYDRA-0120,19.9363664897906,19.580698671538478,19.167144438965707,19.313333124953814,19.48635450675344,21.03977218522153,19.71953571093642,20.92055397534419,20.280764108561975,20.68551021866546,18.883390851945858,19.977242077487084,19.906515683822704,19.56783582179459,19.102580722522468,19.30701486826333,19.510601281579127,21.00154345629441,19.725923123764836,20.87713352950925,20.276630795949725,20.605763581976447,18.816137792020275,19.91118228913574,19.621034722967487,19.125974478219966,18.64168831580666,18.878187808441837,19.042099973452224,20.351773005287285,19.170341026908364,20.29914855263886,19.771358423073494,19.767966562442073,17.733741793744464,18.86058984894055,16.87845530453476,16.373652666050905,15.915235769249934,16.191917948239723,16.187714180276085,17.382748142382603,16.370971348089732,16.844819545114902,16.844398573232812,16.222317177624138,14.616506515901907,15.776581210738307
HYDRA-0121,19.24134612423297,19.21074409019802,18.689100567936197,18.875021087988344,18.900685367924627,19.816265604664217,19.21779452349245,20.004984517280658,19.817840031930682,20.1681406192304,19.479900712587664,19.856438168106394,19.269217578966916,19.219340203645174,18.63313591549109,18.846907863453175,18.86502735195911,19.791892430624166,19.194144199449752,19.981649209268646,19.829557119739412,20.11315104298275,19.46342346304702,19.786959176757556,19.016700467841694,18.63655379406036,18.18822599150675,18.229202091678793,18.305854235593657,19.19795639735521,18.479575916756687,19.35026225904294,19.18850940278436,19.301638108064665,18.66123223450619,18.801691557598353,16.419875709122557,15.918830356098837,15.511216692412038,15.537936456258072,15.36938508068499,16.49187373201639,15.810220605497916,16.60315446759871,16.328348009395178,16.157999041538154,15.622509981294895,15.410127495227563
HYDRA-0122,19.98241862074009,19.443677987625968,19.09109894685377,19.45527274699539,19.5778493128171,20.47037555484556,19.82805198649053,21.006799030692186,20.593312636855785,21.03345784068848,19.73498746276947,20.00413724479138,19.992021141900253,19.437645064489242,19.09150484335524,19.455972828720366,19.578741733951748,20.45925367946199,19.825267305936727,20.838424807627238,20.53504606558853,21.064101940283113,19.722884328912656,19.977948355044752,19.83102679022292,19.356071208217806,18.92920799016848,19.203086574605738,19.35316386921778,20.158172543100036,19.51793147582525,20.655912647765454,20.121538179160694,20.3396134564898,18.953350077701614,19.164948339265628,16.940580319201317,16.447708649823284,15.925900531076817,16.04373614578438,16.136372882018225,16.425310357564594,16.068134574402947,17.05503997338693,16.71417272540062,16.75219074870904,15.344350971037768,15.686955822050598
HYDRA-0123,19.541270252780578,19.164477935388756,18.947109326458506,18.845237892565578,19.1004669118765,20.110829828869342,19.480218365133673,20.461449133744715,20.55036810100885,20.345465604969803,19.495199409984885,19.556708405539773,19.523365421691558,19.156623240032687,18.972720630381687,18.857801645946658,19.08730243134668,20.124729748438135,19.486376469662208,20.402500285323967,20.53788805317277,20.29741708458037,19.445704146109804,19.56480990354129,19.276997123887732,18.94023017194965,18.669932872588493,18.587664482637962,18.661251709725338,19.652126783451664,18.925463155173,19.793255917938797,19.843880245766705,19.482677508260867,18.702540781925357,18.648437935166545,16.791526720460666,16.428750771794643,16.165594280704696,16.011504256804955,16.01090660985975,16.947856649932323,16.337075259316727,17.08903857697705,16.94943894919009,16.438166840838917,15.611394504667338,15.59685117517853
HYDRA-0124,19.571138373695767,19.26133318786671,19.049019071702062,18.97176843602041,19.04455506310367,20.225862472608505,19.477239977963094,20.549592823406567,20.385054614487974,20.277682416565582,19.37313177243564,19.53300103809405,19.551423192292987,19.28988182895017,19.054704206737853,18.972879658340783,19.071546045949272,20.227911290055843,19.491639052443382,20.551395837164257,20.358525592974708,20.27784168882569,19.37335414778537,19.536596438964967,19.42197671253092,19.077912262818387,18.77678034209578,18.75845938956119,18.822595389450854,19.904197926550033,19.22913396618096,20.06289821039294,19.995711638765798,19.762460896578972,19.09958789475941,19.044239782654564,17.00284506000436,16.56995444987573,16.22334377041716,16.20708210552043,16.288884624538923,17.274932778537107,16.52109440813699,17.28027337090263,17.31859859810187,16.76660080273014,16.321190399951917,16.13447783748029
HYDRA-0125,19.8228703920379,19.317809423600803,18.783470714705913,18.863611611763147,18.84765207374638,19.9271815448469,19.18130808109875,20.043743873557766,19.956159143421505,19.947261908266753,19.14713695241978,19.23999636611699,19.830376586393204,19.311703408486323,18.761741623014686,18.887479912121183,18.880380641371055,19.934335367967936,19.18891398247586,20.007968656141745,19.954047445020656,19.98685550695095,19.14314347547443,19.265393260403815,19.637909850518394,19.147724372325115,18.641416663558342,18.717256691275246,18.743220472210535,19.71407771943999,18.89863888268124,19.799458794852576,19.758937444786127,19.660262143540987,18.99810637890735,19.03057142290851,17.123765795178002,16.69803296027776,16.284814489099766,16.19329740784401,16.190664010971012,17.08605480331237,16.465922034038833,17.207683870713694,17.198394588916553,16.86384104948243,16.241560450454767,16.093178609258068
HYDRA-0126,20.453263637749693,19.48075511786439,19.04903544501031,19.957916682874533,20.000189637540668,21.266385090086818,20.3788948068655,21.132949359213,20.982098358300938,20.97134318758453,20.13189958623569,20.464910361440594,20.442402643803753,19.502938101287572,19.049137552380234,19.962815965347072,20.00508581524732,21.26312615218582,20.370914767789408,21.082545184514444,20.938387834189452,20.89150660288051,20.050990558543614,20.33972221934014,20.05945299106527,19.41683035981768,19.040496994830896,19.38074096193719,19.473882793626224,20.661979641420878,19.741949307895652,20.457803748159844,20.359412354782535,20.01220347002669,19.1930500043825,19.160078314859184,16.316664945080586,16.797892764544066,16.367870719305394,16.035685466893476,16.217902813165228,17.54505350528861,16.473456174934903,17.16436103836689,17.060910302190607,16.703083783186194,15.998223547828296,15.773100496374
HYDRA-0127,20.842879236552896,20.3260338017663,19.874477639464985,20.044984511650746,20.111469749202186,21.19274010382805,20.451818230889323,21.284198672030467,21.12598106348652,21.009483735287,20.165165924026248,20.28277648906245,20.82076757314323,20.329480437836903,19.880960602532888,20.050618469229427,20.117337574327628,21.177464590079857,20.434274155359013,21.228603200345876,21.089788450566644,20.982366209371328,20.136417127944643,20.24122703816863,20.29457239717112,19.90219318236708,19.510470714945843,19.599107790475216,19.606264420927936,20.739015620078106,19.8580843630208,20.670313273362385,20.473331292799728,20.235455587253824,19.44627355957676,19.444813427190596,17.280300108662733,16.79856697021019,16.10852886608508,15.903961680135644,16.171643666917,17.448876619227544,16.258211216436877,16.922874694220344,17.074600127785224,16.56947094897084,16.02951743679813,15.832984652617135
HYDRA-0128,20.28999484523976,19.921337471737424,19.55458556511463,19.54315073225798,19.59134126877072,20.29167614708002,19.868191512538957,20.691115327381404,20.755261422459068,20.49342325464889,19.34480669479151,19.49581212187969,20.261957403594376,19.914355748373566,19.556762104901345,19.537996850364657,19.59360323253069,20.276663701205266,19.864966945758994,20.703648781320087,20.740378633210547,20.468444328009006,19.373134826228643,19.50432250571592,20.09316927845647,19.61043856825789,19.18231821451222,19.251545647353904,19.336842236288884,20.089418355161392,19.520936780052672,20.29287596002591,20.173937257786818,19.710310128713793,18.78225628942296,18.851552678921166,17.589036629700626,16.904402980241617,16.385969328840304,16.520632703689277,16.61531020607813,17.61341911608083,16.844233978814025,17.49086395352449,17.369362983299666,16.563699226642157,16.048340714629653,15.970069730586605
HYDRA-0129,19.44510952001462,19.14887500640075,18.560147749150318,18.886283925240914,19.06927170563652,20.06469799244359,19.443194653996887,20.35937844862675,20.16523200108614,20.306395341258238,19.711419860546407,19.77417204141796,19.429992927020116,19.140059384278317,18.579671016270154,18.869240708107284,19.05247418101517,20.081576339966464,19.40537910928605,20.275290779569943,20.13026944876791,20.25227362555955,19.70204248645588,19.730027630839892,18.885215847680932,18.589593818292638,18.182964717521486,18.327383613833504,18.482138124287076,19.358425475023118,18.654858473030675,19.550627067332904,19.307951344480326,19.388722997725925,18.790132672815744,18.74865651735288,16.259084824877135,15.936487174839938,15.495244825049399,15.652064152399092,15.628844938571742,16.34747272675338,15.857760235193979,16.395955524966723,16.577667700749604,15.940893123836446,15.419938758328993,15.383735069456085
HYDRA-0130,19.72718438987854,19.38244142865726,18.84845204015856,19.215911530698353,19.311403930285056,20.497676814414774,19.736316179153064,20.84980061522382,20.72880410433048,20.5954695616685,19.96711343682071,20.020606357499847,19.77278907139843,19.383119576360453,18.795500017127303,19.216467060275313,19.312171265476884,20.477672931365152,19.77211714594835,20.817947354928616,20.676906224061064,20.528156307187082,19.938664435100645,19.99263333081539,19.535267894195293,19.050931771603825,18.560019055426807,18.865934443730325,18.956460822789467,20.03856273599385,19.33470887378581,20.063471517781515,20.1244983160068,19.914645441503765,19.202972053685215,19.14073719352536,17.05879907635928,16.57429487334798,16.03676461548731,16.219063734238265,16.30412151179966,17.44567580084628,16.628833568295505,17.146951117595673,17.075389958962074,16.823182658086782,16.045871601344793,15.995100766056678
HYDRA-0131,20.01878248398288,19.646564489663927,19.149053602230296,19.40345641613893,19.51899283741332,20.515854958273707,19.772593161557012,20.798272004735065,20.703934595245798,20.505311050878532,19.787983622127967,19.74223623159411,19.97386561676857,19.646770668580288,19.14941318274243,19.39554700552821,19.520428410572343,20.462182292559685,19.73208424510227,20.7461579186469,20.68616641780521,20.49000114860113,19.745506724834343,19.688999022858134,19.770403009840486,19.28793863943263,18.87491652150271,18.986379195080136,19.065630651502754,20.139216402340786,19.408255653968304,20.226150237872915,20.1100993414946,19.81892797229048,18.961578234346398,18.93434727535953,17.385955719786807,16.771664022171468,16.261641397607725,16.414211027271758,16.446153967417334,17.515161125180857,16.65612571599084,17.340962384563376,17.07218689819804,16.849767162841623,15.689751899722108,15.942427532454424
HYDRA-0132,20.27818356170014,19.647878806916623,19.501919859145428,19.575416549425128,19.644533041837207,21.002396266158904,20.0885506848669,21.120753065645587,20.52108089596683,20.594331839547266,19.998573371706158,19.71774219328076,20.319896904161425,19.648376883738326,19.502653980739986,19.576700138495646,19.645173332034737,20.917785287414148,20.0927025406838,21.0019689547023,20.65947878685524,20.61508509336219,20.038968386418066,19.71135239269956,19.996047089112743,19.39354565084893,19.041380236987088,19.147068145166813,19.211768802562094,20.359070480071072,19.4687524753013,20.372331473219482,20.256303285851594,20.016569339203567,19.443608471364307,19.18649546014892,16.921438559033874,16.555561539256963,16.01704170312566,15.964740328758918,16.34209943300592,16.99096852347153,16.251962175121086,16.830851822009354,16.696135046172788,16.414390483824672,16.10800952899368,15.94834642081505
HYDRA-0133,19.533089969444347,18.791850191463027,18.538010303032635,18.33175657429146,18.341429041089683,19.5754035365317,18.909551880724678,20.026860783037417,19.854511116087487,20.07776681959201,19.384703652262765,19.613746983826935,19.510575620685767,18.82780026609771,18.54538565522926,18.3210497848429,18.317012983557138,19.540130123700273,18.893147911528878,19.973130254723326,19.816046919450013,20.036592783426634,19.406863676004043,19.59076535738872,19.420336991725627,18.708395960933426,18.33350117895869,18.081270384112592,18.0465973608955,18.856556620091663,18.27966296179509,19.12088477242177,19.05004062087992,19.115216792222643,18.59985969550986,18.668735896918072,16.88113762778502,16.22258259417132,15.683392211040346,15.518308210501171,15.482583253266483,16.085960399160104,15.203759886490545,15.934463012651541,15.855235542379704,16.036736489395405,15.681012827986951,15.585756546764923
HYDRA-0134,19.45124542244107,19.306038533613062,18.667766586381674,18.81754686008482,18.735183291777908,19.76294484600175,19.012501668265074,19.88279583099888,20.344018684110218,19.995798771170364,19.79035055380477,19.774356702904562,19.384017907026298,19.29634748711618,18.70264141524754,18.85989261697959,18.844730918307654,19.795873629849712,19.14169007549193,19.92764139326116,20.390018159038334,19.976311568881812,19.83075636546448,19.787875968081536,18.96969642232331,18.82432458259656,18.3422880760399,18.41157651909198,18.365886922404226,19.097354784694787,18.585659900137788,19.235252196455466,19.641366269060242,19.28652027122164,18.872819695494556,18.892339561657256,15.59276952211584,15.097185199723624,15.283950685413354,14.481112156383912,14.97371087642468,15.78567068222709,15.02328614467229,15.951333120689535,16.37876745804938,16.057581896514048,15.283232676486294,15.430729572093286
HYDRA-0135,20.747391899787786,20.106331308338845,19.610755787621144,19.76340476495262,19.819183761919128,20.777046651081786,20.081863282337853,20.907624114729806,20.787698185917268,20.62279749503509,19.89667054818572,19.96712867441048,20.743510488530234,20.083593257694275,19.587794591734454,19.765518646069488,19.809539006237266,20.733091535986688,20.070298138525843,20.855824531990123,20.771059336019526,20.554296842386876,19.88957202041226,19.918842594100703,20.19729772084216,19.61879795269879,19.184092942157633,19.148139959199874,19.253994294574063,20.234311228231363,19.46983909792357,20.26579711597497,20.096432309842864,19.701938413862806,18.999859612521554,18.909314071575263,17.48435869701308,16.676076092160248,16.220679665740633,16.264731232322255,16.349631921313478,17.300902520711556,16.476078322658182,16.829890724238982,16.738403126808997,16.384538161089665,15.11402361227852,15.633091401934644
HYDRA-0136,19.0620546910094,18.794424267890008,18.401092397181543,18.578646167330135,18.820661237271885,19.642909063387183,18.98340732329953,19.97800101856391,19.882091612613216,20.173862614396143,19.437220468997275,19.636429387927357,19.05939804063562,18.78738456506141,18.408483440731697,18.57296624466938,18.812438189289004,19.662478491329445,18.98610493536159,19.989722109520685,19.8941949163558,20.152986455926204,19.416319074518277,19.580008812116063,18.913151031580924,18.511829000979574,18.08289541285724,18.137463821171593,18.29079630195114,19.106029353755016,18.54062809057291,19.31286833469036,19.278795648080333,19.39961292254874,18.670984219149236,18.908592101643393,16.289293352649064,16.00921435940007,15.585270750667064,15.514656143652264,15.505762360618728,16.418345344440716,15.724623254163399,16.57564387426744,16.508892206200937,16.59497315436819,15.596854166926107,16.189592872044734
