Field,u_3,J0378_3,J0395_3,J0410_3,J0430_3,g_3,J0515_3,r_3,J0660_3,i_3,J0861_3,z_3,u_5,J0378_5,J0395_5,J0410_5,J0430_5,g_5,J0515_5,r_5,J0660_5,i_5,J0861_5,z_5,u_10,J0378_10,J0395_10,J0410_10,J0430_10,g_10,J0515_10,r_10,J0660_10,i_10,J0861_10,z_10,u_50,J0378_50,J0395_50,J0410_50,J0430_50,g_50,J0515_50,r_50,J0660_50,i_50,J0861_50,z_50
SPLUS-s26s30,20.336976349078743,19.58943773239011,18.950769371856907,18.991373558938797,19.11104881610889,20.67159342335551,19.506407874260248,21.011089044964777,20.706724109030567,20.616436387169117,19.62805905853203,19.865742189869813,20.369136363833704,19.525826126657634,18.953380842768638,18.992057195979974,19.114169651902564,20.641834373204283,19.51502378842215,20.998827455348867,20.718587786413245,20.627099008827095,19.617111532504893,19.84987315573013,19.896699389668967,19.145875584123896,18.712040910700253,18.73863653531189,18.79151787075739,20.22112632313941,19.176527692808676,20.461570712583573,20.258267076799594,20.003950454204777,19.092686309739847,19.18805075600626,17.52256266112572,16.954620575627672,16.330016461902307,16.499529398549008,16.492801639350645,17.76878411505481,16.5086193655788,17.58623134017735,17.377051295216955,17.256364878613326,16.16630338471205,16.348037672729617
SPLUS-s26s31,20.31022871159562,19.66908550044937,19.11133276832505,19.147615945482933,19.072783466790654,20.72291753037272,19.931684532095822,20.528003690135485,20.71083621694635,20.299526590320873,19.376083945751148,19.544433120112465,20.24783391441341,19.682639112930687,19.11814927870563,19.154395261866085,19.076792054358826,20.723853927296013,19.881473716957988,20.49594814216593,20.71203968450282,20.2538371707942,19.34881098583251,19.504309647089084,19.90864707953484,19.37748363686046,18.776818771620157,18.889410094598365,18.825425244885942,20.310678439293795,19.370181320900528,20.02120565206114,20.180521552879405,19.70651624839241,18.7579664461762,18.901971716261865,17.284387041057702,16.735098892883777,15.78162408044754,16.294008255998794,16.39422932545666,17.626103764026094,16.549082869486362,17.38380545378674,17.30356494290787,16.844499906892594,15.922902176961813,16.142470045088984
SPLUS-s26s32,19.350779560499404,18.450072241537725,18.438287854567683,18.551876901713932,19.009364505759862,20.234205485591964,18.664919242680263,20.60052729145239,20.5346124551154,20.529594498764872,19.84309721997942,20.01920169846118,19.32873818170895,18.434985332587686,18.425467605249555,18.566224388039558,18.96988292948899,20.160832042137713,18.659045286073678,20.554881119040278,20.51595157208043,20.499361529732443,19.82160707133768,19.998516548118708,18.94454982906594,18.354280819967528,18.123335310160062,18.241820524879095,18.219340691838944,19.5234014560832,17.958701746583895,19.83210493559214,19.769678602530437,19.683251376622202,18.869232613179054,18.915777188490246,16.595651104459588,16.15469238819618,15.85508431132235,15.881097578794678,15.915010978527818,16.787425148889096,15.316166251399506,17.01505577703062,16.929927148661356,16.432955878323316,15.666109851034774,15.313157555861867
SPLUS-s26s33,20.227622018996342,19.664504866448883,19.2879963318489,19.270132173033677,19.29749278309875,20.58317307694145,19.859500092019125,20.86679837547787,20.513987811993154,20.43062142849191,19.25630844486313,19.454276832822476,20.227390028380228,19.69250225508074,19.27403488422369,19.270940063501932,19.30036483810659,20.54370232979074,19.849436238669615,20.86782008827482,20.5410298095104,20.423338048297595,19.27287907195955,19.42604607662753,19.93682861874902,19.382262978691827,18.91331257274414,19.01022608994937,19.037946792237207,20.285346042845358,19.437720149799077,20.300464647866505,20.14533350725341,19.826166903415853,18.754500361816724,18.932994423640995,17.133664515130157,16.6109020273802,16.32532805052407,16.2278873807742,16.337826932247903,17.69130928463896,16.820741587639077,17.252626207807864,17.396127511773233,16.756917614677405,16.128388347749926,16.254762192466103
SPLUS-s26s34,19.48172047317749,19.263503501797956,18.982133337781097,19.145351004618927,19.25095520333683,20.25330377644812,19.64966966508983,20.6727936707173,20.604997291808694,20.543216586544695,19.749514449966988,19.916002575496613,19.50276124112714,19.247540546856627,19.009609367330192,19.12161683428039,19.241172984973968,20.296428519258743,19.652150144199013,20.660528498814287,20.612375575424736,20.52473989837313,19.759811178552926,19.897839028583505,19.291896769028284,19.007689916987253,18.661512424996037,18.581965935869917,18.740512217885897,19.704565367369533,19.14661164249281,19.971495295567806,19.95686304252476,19.778957705360153,19.08629629609911,19.042462177174112,16.894016545756664,16.512312671959002,16.10136928554563,15.995220913418011,16.03099694204953,16.72136005065218,16.22490378849188,17.050148966425823,17.052087346662674,16.781437686417043,15.799016393419532,16.169936908416
SPLUS-s26s35,20.594323163288784,20.001843894551804,19.520229935810715,19.03037279881941,19.07419392589466,20.350644791012257,19.884806597646445,20.723558872157,20.422332364655894,20.650429449295316,19.790085055450906,20.152506846697054,20.511574282366382,19.894406234553095,19.334114996684875,19.037643817016566,19.034372730548952,20.3111928998482,19.736732325839363,20.651463042463817,20.43616139839118,20.56969853997888,19.744482080371263,20.069071065285733,19.776590617106137,19.258602017311805,18.79704538825692,18.63990606667288,18.65673545886831,19.576203495966762,19.28920957822976,19.890148913610556,20.059763384308766,19.705808529991177,19.342593544161154,18.949028585304134,16.86314644317641,16.309796278001826,15.699052183438893,15.940019286029319,15.980080395254163,16.030821270483408,16.58356364011405,15.49451795888881,17.282613044053914,15.281629409271526,16.521564778843484,15.000263872331718
SPLUS-s26s36,20.00827264806227,19.099467903184305,19.09893184623727,19.109033535429518,19.205853245039428,20.79558747777288,19.53509110809152,20.440904918181026,20.39431090802489,20.282031334237075,19.58914695104305,19.73076338348314,19.986327491211064,19.070092821589725,19.105323386609783,19.114702708362863,19.212387428215067,20.739432029608807,19.51380328546826,20.416678766698276,20.416269709252802,20.30427636783745,19.53780635311896,19.754003081286587,19.796372462193354,18.968326695856856,18.846221394413362,18.935440547272385,19.012191989008596,20.37411083860591,19.332812623361004,20.13393230640572,20.058048167547998,19.787812918548262,18.91457930146562,19.049095030585722,16.795787516644015,16.160052913388153,15.782151096334102,15.532261110963388,15.585786164769559,15.76179370354443,15.5326968057176,15.258836990361525,15.156324638591666,14.884024755886571,14.862414220802583,14.758220225975535
SPLUS-s26s37,19.81149970842722,19.710125803656396,19.534135217256516,19.244116456226458,19.080170599091165,20.317769534452843,19.3478572959127,20.212831392876993,19.989115447264474,19.824974285751054,18.997609693556743,19.185220636011014,19.748166915722376,19.382985134956904,18.98318075621369,18.992818839264682,19.027710572523027,20.324997710145805,19.337160902982923,20.210186167933372,19.97607521010849,19.811079699064948,19.021569054037876,19.1840386034878,19.373150620199908,18.905977543044784,18.190645228448577,18.523315340114085,18.58271986221873,19.85692201034574,18.86551523772296,19.85453283954871,19.691041211884503,19.461354891092764,18.50522567147518,18.560239992104147,16.40915121511013,16.091804783481997,15.738199955262631,15.94632524277307,16.03343020125842,17.110944025559995,16.0690157200092,17.093123864181727,16.940551963244815,16.789967082450687,15.781379819805926,15.91207513678673
SPLUS-s26s38,20.43462548125973,20.001270323510738,19.404705865848772,19.38595822409846,19.454589636437063,20.76561511986335,19.945548392814416,20.920840819356428,20.89639847625061,20.41975857955076,19.55789877530766,19.428538017963756,20.440804213180243,19.97067015694006,19.411036475186542,19.3923090087561,19.459314072431944,20.78672306345858,19.92819631621226,20.93444273471709,20.881430863841015,20.408172263378894,19.53547064011923,19.445633950299968,20.20939086270807,19.658228341980973,19.086574343728344,19.188828480798875,19.177129038669545,20.512754849901732,19.585945815652657,20.52014655317484,20.38196269384626,19.84823823788073,18.98929590433343,18.87376440469028,17.431475100055742,16.987881584051422,16.368984783010376,16.508829322509712,16.457954106740615,17.55977324557351,16.46325238343051,17.523781727512986,17.482141921423867,16.755459734019148,15.844072390075224,15.797748587788664
SPLUS-s26s39,20.66080885001629,20.186105743521544,19.763581702459163,19.960756351746728,20.196469294449095,21.516831827073936,20.580133241281985,21.38533521552074,21.136187184837254,20.88806250752148,19.723852423446854,19.882377065287333,20.617522716042657,20.165509122956685,19.700114361266905,19.985761141712402,20.20865218327682,21.506196877145193,20.543745881208764,21.339501732624356,21.152880605389388,20.877306561488894,19.721170206773564,19.848040621231164,20.088106037817788,19.669295591550217,19.22277535245881,19.429556909995497,19.65143436752303,20.88951678615772,19.99555833840988,20.66950061744081,20.540111448070697,19.925660478051604,18.97560584686011,18.895494382169687,17.204092907204853,16.817478531752144,16.318688022820552,16.24075537522758,16.163691408360933,17.68007232352855,16.76277293703692,16.914930330314597,17.401699158375713,16.070606011972856,15.727808624643401,15.481352509665793
SPLUS-s26s40,20.221683962707985,19.582088643609982,19.277802969883,19.03717156001167,19.47283482059784,20.795636675420177,19.801502245849086,20.31957444756658,20.384797957450825,19.96682923337129,19.283845522915584,19.462656242030043,20.232544862532606,19.58385132432045,19.284197024954494,19.038823149540036,19.440002701485806,20.84047157241826,19.804588807449157,20.28425926109339,20.3586995889644,19.965716190222615,19.23467959809587,19.418328748284054,20.00847062567876,19.231784259408432,19.03899967344637,18.97559772756354,19.01049338775191,20.456003343956457,19.373328989387463,19.91753554737118,20.031656803907715,19.34573245814573,18.4871439548586,18.430534254770002,16.444426652665413,15.939441717165817,15.7779588536653,16.258329804501532,15.51552509324756,17.17227500659141,16.18628589793503,16.430208773931678,16.45528243694311,16.04683592888759,15.148194966392268,15.238615077730966
SPLUS-s26s41,18.071550836977572,18.999958744935846,17.9025395018527,18.260812550165067,18.325454396214056,19.571072230444663,18.763578304236923,20.127009643378532,20.137317625190295,20.239210228830334,19.69640311098324,19.67599188106802,18.099934348121526,17.996826816786303,17.840396245472842,18.215386795402043,18.251798798926178,19.539701723119652,18.723439880468238,20.109778872067658,20.107468131062973,20.16760694512326,19.622973646714794,19.60697054078217,17.90145994125974,17.972430205940817,17.758353120289982,17.791461658552215,17.806497661284745,18.924598501864985,18.05519812734944,19.369726496609406,19.336887521945037,19.30598688460506,18.638441905850648,18.711509762081572,16.105401175989837,15.768366157199885,15.562579281681895,15.470738366488156,15.409933566654082,16.449819747835186,15.856703850544971,16.59303613031815,16.436168129470158,16.26845422477232,15.592007937260057,15.864201956171973
SPLUS-s26s42,20.01154079416964,19.1972226742716,18.72281056320633,18.485416077770193,18.815741578199436,20.103245544749868,19.316874086089555,20.359823126630175,20.460874315403032,20.1589155583973,19.395798443477993,19.48804190093418,20.009293507684713,19.201508891994585,18.752448327374573,18.428109567682533,18.814486277839862,20.065577323948595,19.29591662817399,20.325564581931033,20.453428867432294,20.105143620771212,19.330596706943943,19.423524076875,19.839464275247913,19.025732290704934,18.61967678355243,18.275604767953503,18.65415355994668,19.861411169693632,18.989996201737526,20.077757827398443,20.057299825369107,19.829019528318717,18.91437761379558,19.08191085857971,16.936362155557855,16.489549529160392,16.230834861246787,16.02748671291755,15.964890675495532,17.001472696647866,16.265031281564916,16.946355676400238,16.93726543523375,16.562668367582038,15.972568114155912,15.822267231854433
SPLUS-s26s43,19.550526739770383,18.913626436456784,18.305787306962884,18.367317695107182,18.617485764370457,19.713632022715,19.299192352684265,20.361542673990414,20.303059657598652,20.171937986953676,18.998530006595367,19.338821103801585,19.54810708336122,18.927343265915482,18.29095362840563,18.322482164504187,18.628329848921,19.70424897067995,19.30573961429677,20.347334812944055,20.286639822994957,20.178789584614766,18.949991085587932,19.330016828382448,19.40165529742304,18.81828253948933,18.15280131368415,18.22062235853429,18.4660977836011,19.60359292049379,18.97685613628908,19.913856940179862,19.862444421341138,19.632222273952166,18.67861974555086,18.736826184335406,16.97404327888613,16.45577751285013,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
SPLUS-s26s44,19.413870972335513,19.06948616327015,18.519908589886448,18.34901031312937,18.462955012301926,19.896172024540654,18.68512274881605,20.538544660860072,19.96358074398303,20.541771932535497,19.531233677470976,19.80019249285905,19.39133520758216,19.008427760067836,18.527328222020095,18.336064859689863,18.43933192663421,19.833281500795316,18.71668626173852,20.478089680819078,19.916499075427694,20.488710876250693,19.49128076652415,19.781853378704803,18.868521501143242,18.44230948073254,18.23570373036145,18.037664456419755,18.175911909338556,19.13459530051151,18.498068695915244,19.669029834466706,19.385111170924837,19.653993811610693,18.871505953297564,18.86795550585014,16.356550737719537,15.966816694398577,15.71228340002294,15.530964522370489,15.452683823592015,16.159317654950545,15.797600042500957,16.544707117960908,16.706086545298135,16.154369175556948,16.033991821033016,15.928270633982185
SPLUS-s26s45,20.32488998846612,19.490560862898107,19.086790875171673,19.25444012319396,19.267774412073635,20.387976728489548,20.027641628060493,20.542234745239654,21.02987493072361,19.939128568615992,20.00077032972262,19.79033768793416,20.291186874914303,19.517958311446556,19.087369780502918,19.25437938143039,19.262023232604967,20.389550949140727,19.971197865431705,20.51639133001551,21.036563022734185,19.959343640009017,20.00419890816627,19.780678133453414,19.86861524532967,19.19721373001968,18.761485682840977,18.857809588760794,18.96390567669379,20.187479508295866,19.411355999987578,20.2644958376754,20.379234469746947,19.82086317486942,19.162663786417692,19.22863275990407,17.01184820619909,16.756981927385574,16.260292536445803,16.353666805719065,16.370442998960044,17.436958457209705,16.69262297298012,17.394461148724105,17.45646856861347,16.861878368091745,15.79704161961059,16.047592332580265
SPLUS-s26s47,20.362717533989493,19.922970975179858,19.36576851439262,19.450499082602388,19.452082122230273,20.89096767718511,19.858806269930014,20.572901635597724,20.763224372326576,20.783598973312174,19.805492265075983,20.01336271716478,20.37885552414444,19.95227194222097,19.349236788759367,19.45343664959335,19.483280180450542,20.880381437655274,19.86232047596755,20.591175517929873,20.811216088854536,20.702940577346652,19.780166476886976,19.99556869031211,20.119488709705735,19.45239271298814,18.666164519597608,19.122120022748543,19.17194480126014,20.47591729843934,19.430133865131435,20.33741038660547,20.338565513318024,19.96841000948915,19.15967419723083,19.117100356456746,17.725968757427605,17.081656212015154,16.286216843597025,16.61255667797022,16.602704233251014,17.75882865180409,16.472463857051874,17.32578612255754,17.3261522925999,16.864416628824596,16.051932982025814,15.700783129583273
SPLUS-s26s48,20.593517451892055,19.971621738438756,19.874006089890848,20.05433322930075,20.293070197466108,21.449848871325493,20.498202989651578,21.45728956205066,21.038263531357707,20.985250864535672,19.86111837589327,20.092625936875294,20.607613110005637,19.972449821138984,19.87775369038407,20.057566133571736,20.270089869038888,21.418651372868027,20.51804020204482,21.427415981402866,21.017935637579548,20.9421416241472,19.867750913016575,20.040178103685385,20.19928853774101,19.700865945775817,19.39446421944778,19.488952595169145,19.648608882398978,20.886782055734134,19.895285134841558,20.705083956609247,20.41621635436386,20.17994223446891,19.154345945994525,19.22108652101015,17.49533921489418,17.059385012568963,16.493520144771274,16.63218832591451,16.46532628859624,17.387024407334145,16.847452874347958,16.986649451677465,17.53260571773586,16.504119417259883,16.286590015781705,16.155485276461764
SPLUS-s26s49,20.129776804555824,19.57982625926772,19.155394241093678,19.19766658900751,19.397296463844658,20.853164718253193,19.915860458255167,20.359179155850356,20.149737323532882,20.028987540353825,19.433750029597284,19.615422110918228,20.140208251104934,19.58112840621069,19.171690509492187,19.248492725665816,19.38957638412868,20.84194867575289,19.939870127093965,20.368284684017112,20.166285201132396,20.066865998052954,19.399692427003124,19.58021011185486,19.999131440042603,19.397339729549735,18.84297791867283,18.95565912252419,19.10894073241377,20.364696435477526,19.51275345834309,20.144174641188606,20.004796275438775,19.83530861537209,19.094887448904622,19.164067824792763,17.503173923831856,16.939115051821194,16.486584034239318,16.54012109016513,16.57851556416105,17.624787596772137,16.798284308417696,17.568538046397904,17.465764657412244,17.266325862860675,16.456570455964574,16.520285261567977
SPLUS-s26s50,20.15153282616077,19.815978916648138,19.47134193484589,19.620414005197084,19.48171111986079,20.95049791815654,19.986292384745294,21.004702236826034,20.701497880793667,20.88001814070422,19.990896691291034,20.424603459053554,20.180140903408464,19.81954243693665,19.465664588914176,19.627744583998677,19.48338707189648,20.89699289419852,19.973779272713095,20.99955917488945,20.71127514947172,20.853593807359857,19.95181664591176,20.39524950371845,19.9702925090351,19.563934365069525,19.172772607742665,19.181035297605185,19.183246867742703,20.494624938568137,19.465727283674358,20.436077519751915,20.259238049325315,20.2232273548306,19.371969239957224,19.60214664679794,17.71502706756764,17.09918334376558,16.52203321158716,16.552021608262486,16.635987340759495,17.830226924422668,16.843697617983974,17.798149065909513,17.66914949875131,17.33170654604081,16.691967782396937,16.36589848213356
SPLUS-s26s51,20.064246001429716,19.248531776888342,18.833062673768538,18.698098733180792,19.384322077565137,20.664612094109188,19.73660310443075,20.49762310295685,20.331629657100557,20.429183414199898,19.602980637955962,19.621462489553817,20.094549389013174,19.251241459275196,18.83272747979649,18.654415129514696,19.36461342719351,20.6649396412895,19.706760743082693,20.512401494536263,20.32792099468439,20.400954235349978,19.604742520028736,19.64493620318096,19.998588089004542,19.22855416928214,18.764740786113954,18.669187371780612,19.105489789846715,20.234833842521397,19.397558514217458,20.1645154374634,19.932720320057896,19.86904428478421,19.009057250645352,19.080497405819425,17.69407178016304,17.06602643944707,16.476928727851384,16.44059573044678,16.577285632970444,17.746278483254546,16.82686666204855,17.529750746922332,17.317159379579397,17.16530079613939,16.467889930084127,16.51242872578034
SPLUS-s27s07,20.09722533756039,19.78653661315804,19.078621587673823,19.26435713617544,19.29083242135117,20.70697350134899,19.639965297870337,20.630139092494215,20.459364485112832,20.31633351523924,19.79654996338918,19.71880112271506,20.083413917222956,19.76589330294935,19.048640286842286,19.27395565486171,19.26288740328777,20.63941159095405,19.63493930427687,20.60890404864054,20.476070259600732,20.266393104489453,19.76067123213207,19.622082272558316,19.80742162582473,19.38271169325315,18.55328514085823,18.690092401171704,18.834776339051817,20.13199502368576,18.985337020163463,19.92379864095154,19.856279650345865,19.400769466776573,18.797888989994014,18.560355183135947,17.23120686611081,16.887798615239095,15.987628822835951,15.980903117879016,16.116067626491088,17.210731357650012,16.167911273471052,16.739915466182943,16.689169081241058,16.320844012300864,15.204307600043624,15.300335106469012
SPLUS-s27s08,19.698444591744448,19.08047959063017,18.3919538091235,18.35377267824211,18.626231642844438,19.95700315826837,19.114828334463944,20.183589178004546,20.133578077013205,19.673770318609595,18.58998444004537,18.924292228231188,19.693902304063894,19.0899954773044,18.385954751225732,18.36126733490849,18.65819676029457,19.90082194836898,19.109232873125656,20.179112729164594,20.143349459551942,19.701810482802273,18.568403503742097,18.90461064874171,19.646146605764834,18.9820157891509,18.36926054893022,18.404867551934935,18.587730958574348,19.82908018996305,19.016311344389116,20.062583098575107,20.015313182114685,19.539104413423246,18.511883952534767,18.735742704539675,17.372186505305386,16.707163019816733,16.081488156940807,16.34581409337659,16.186373651499114,16.909357834529274,16.45915149765048,16.60261170073801,16.865100919593097,16.08104292415652,15.482857156165121,15.47213573861919
SPLUS-s27s09,20.267867756410144,19.92876105186449,19.26329335064632,19.25394001019749,19.49533411385832,21.01738292883487,20.220714030098307,20.97415534316899,20.809192348498616,20.446981605787116,19.878918917096122,19.765376984637996,20.297134590534057,19.94387275400708,19.249285729700766,19.233808842253374,19.512101471026288,21.05764052258894,20.19012434133225,20.93775307129815,20.809372014791002,20.46289926853641,19.877994708779,19.713581288657064,20.01055779892915,19.46357919071853,18.770456969141676,19.10385806602681,19.214856469798576,20.513706496219125,19.54753950989098,20.417118686032666,20.269956818824937,19.863205327684597,19.007604025305326,18.950896887642276,17.478564228510802,16.736533693749106,15.997206058327933,16.27248965154793,16.22082562153455,17.337355153545285,16.3076628140985,16.82364182874983,17.333769339746965,16.060080924810492,15.75939641928823,15.748277223643484
SPLUS-s27s10,20.189036253589897,19.771499335042506,19.428864636206438,19.38652401691494,19.57437617040675,20.728892561245317,19.743448909375275,20.92990835526563,20.880356488535888,20.373115823105103,19.71716879328283,19.74657754641123,20.245612769078605,19.751664537368136,19.383758563008982,19.371292978786045,19.58084345632237,20.683893510331615,19.741708630360847,20.93616496095038,20.846869112051387,20.367221742752186,19.701706630918444,19.711900432244313,19.912673303951678,19.390453753571002,18.9905573044261,18.98169550978122,19.0894499158482,20.334020533887234,19.388792373103733,20.33796486877123,20.29049302775413,19.825088571525413,18.863016273743693,19.07793344759037,17.49263526834153,16.81054569836154,16.313156715957675,16.378734318241033,16.451611224639827,17.76218685991945,16.640345810064133,17.611669762603185,17.400531471114256,16.917531298659004,15.965677700061558,15.998050398532591
SPLUS-s27s11,20.14746248278571,19.86230720450255,18.5618535750381,19.206232369168895,19.727635127434823,21.074093167745076,19.91023396657581,20.52102227268366,20.27749799195771,20.73157502241689,19.488345665103946,20.098370512386257,20.126031424133842,19.883230131462273,18.555246337905892,19.250212812687963,19.717697831906435,21.068846830943727,19.921423298316945,20.50959063335901,20.270097893493418,20.694649669658602,19.497333443373655,20.09169429794953,19.978501607779883,19.562114101840706,18.525948681709412,18.960117750262604,19.173455277499844,20.52811819588927,19.46779175665216,20.291643940911193,20.13119707171594,19.982194724264215,18.911895983574052,19.135152085621254,17.568034846398035,16.850832172908596,16.151260865379,16.494072578229577,16.50500968992777,17.599397167856004,16.778798717710178,17.28335584502633,17.307690769978944,16.813951179976392,16.248450157340883,16.135114754036543
SPLUS-s27s12,20.062255853451198,19.73262280095303,18.984043884819854,18.91851436976443,18.948240298742753,20.44954066537382,19.2066941207878,20.299809647165745,20.023550651047366,20.121664654761215,19.203060129077645,19.589297393120287,20.07952349953488,19.691273027464966,19.025716874657263,18.920134224204013,18.948698974653013,20.45148855918089,19.230903088141723,20.28623745207581,20.033027745903055,20.118017318183675,19.22083317918357,19.555067238423153,19.93610787231929,19.428436100412437,18.771102753119578,18.758843069109442,18.811421948889343,20.278346537072935,19.14606559257475,20.184126676559494,20.008316416526927,19.911865480672805,18.974348681479746,19.118436870978268,16.983696059344524,16.461844543830537,16.12859898837258,15.953312481957962,16.22800476598967,17.448399376475326,16.64722585187471,16.958573054138913,16.9267718566252,16.77054113572415,15.899718393141853,15.890253592880157
SPLUS-s27s13,19.827799126156634,19.42319454066653,19.056540026690982,18.807998711732562,19.012567777276026,20.335479102404648,19.50506384225345,20.2897809843099,20.197803391628014,19.93675691485001,18.890402408155737,19.332963164983372,19.798494998358937,19.410853543466462,19.04706981637448,18.80809464533317,19.01387506815245,20.342982269996558,19.527381095457805,20.277844780781685,20.20444791695497,19.95618736434434,18.86228217407675,19.348173400786933,19.665866683543992,19.23217521012203,18.815330363345556,18.68154800328591,18.80546129051315,20.2336427407657,19.36192965726766,20.099005931335682,20.009397775942453,19.500413984537637,18.317427565293407,18.602790484385288,17.429699882326755,16.784665043635755,16.28465501300629,16.380365636628294,16.361319282058687,17.488964854327037,16.586430469805187,16.941977216032576,16.87813652527963,16.220029242673228,14.72470798335431,15.432284908178817
SPLUS-s27s14,20.250434854550804,20.030080107120618,19.5601629526023,19.403072731309635,19.364817796076053,20.168829111182806,19.45372875530383,20.44975775715249,20.267082532500545,20.604190224616453,19.69457842346225,20.19452238847633,20.22384159159457,19.973776098594794,19.523627562207075,19.3379851414802,19.36102834949311,20.13549530848232,19.404841791274542,20.414758208006155,20.2341134288746,20.575662294060567,19.655985552002264,20.104860014899028,20.042457313523094,19.52789307579247,19.005116059210334,18.827215910185018,18.773701252877515,19.387418016884137,18.77277626869192,19.57182406430347,19.426216764147455,19.539448912428576,18.718535778479495,18.992518998318722,17.28815467380789,16.022615464481582,15.297628482524964,15.052888173170798,14.937776275186545,16.249957447864567,15.049276260786353,16.245642489136767,15.750466452831844,15.987358629242092,15.540474490279824,15.589144048082948
SPLUS-s27s15,19.78613735732092,18.816452224123804,18.055809808993388,18.608156387719085,18.576118479232203,20.36245943733143,19.021381960209517,20.22215454795404,20.07941284072784,20.0201294673075,19.086852356645352,19.669720230511988,19.687686898797097,19.20242513947078,18.36114994493923,18.551855920782437,18.57986639754268,20.335193382985423,19.02934394995807,20.265420024257562,20.1116433217372,19.995418559353702,19.136017654087702,19.67102778021246,19.437696013064933,18.930036104030176,18.1520842509898,18.28210973247914,18.27988378308195,19.93123958379467,18.739444577987854,20.0187769615088,19.924043012696803,19.743601821478663,18.73215222201536,19.087403605530206,16.441578986715978,15.98105496037589,15.563955935904776,15.56353170085653,15.580154432438832,15.989492022280022,15.70663230756816,16.12224100811379,16.39812836127774,16.240316787253523,15.574633753963337,15.488593378604204
SPLUS-s27s16,19.908353477611914,19.161124786212145,18.28054643415399,18.354713606594967,19.042519505301613,20.682131018489805,19.514858968352947,20.888421067614487,20.632192132785065,20.681732539208376,19.79519237164103,20.021480001025402,19.754909213446076,19.132783891165175,18.301017285918086,18.32334979825378,18.92335579145828,20.631991930360563,19.438159976963867,20.864076525093544,20.58336709543311,20.698923440019,19.751255014148335,19.995433973312988,19.477796613957167,18.834798989318593,18.048375311730332,18.170888001671734,18.566367393151836,20.17549751559885,18.818478895289292,20.225664487008263,20.06216698711595,19.77751644696663,18.895982629317693,19.009404694724605,16.070573073808564,15.606298295700705,15.392669886022595,15.596873773161445,15.030117210491781,16.629067282747606,15.659080274431115,16.530836902460884,16.633182492334637,15.913190393113965,15.333553911539902,15.164278533756713
SPLUS-s27s17,19.653040318848493,18.947226670889293,18.441015378927474,18.28000311535348,18.981383029885613,20.39290008991508,19.26796182626371,20.74486091388151,20.448381767395865,20.42955810289125,19.340468063263998,19.782190023440435,19.57960977015589,19.033366204937373,18.416557707130167,18.284750867015354,18.87335891002218,20.400857610786034,19.264748081977217,20.71273386868331,20.43497038263751,20.44220623450817,19.3402591256641,19.78206102310399,19.321536894587044,18.81986795459344,18.1138714128375,17.877729323499345,18.46788372262749,19.98513047213565,18.866457594709928,20.184855793023225,20.088498681363006,19.715127721354317,18.755046570070952,18.971092613414733,16.900973591522636,16.34956463310381,15.748666799235846,15.460215312202973,15.78453005690246,17.182161854468458,16.049722856736633,16.912947617699796,16.947040200536012,16.377903618544885,15.64102793192864,15.52610406441704
SPLUS-s27s18,19.439961221280253,18.933888672458163,18.462878368746427,18.348445956714478,18.42517891413592,20.332729112815553,18.745773443091217,20.50836305685013,20.558299725634626,20.365526847580128,19.416085114182817,19.506727754204682,19.350543218234755,19.04466068695464,18.47133812130343,18.35335797091742,18.37876730286085,20.336970035052104,18.73562193388981,20.52783585845154,20.540352615816765,20.365048501974925,19.41433181312261,19.45540006527543,19.18148203022612,18.680821210073397,18.191386696198656,18.17653078968142,18.06362823500546,19.855217784284356,18.49337127755433,20.13284338255361,20.06717530805451,19.676112815422414,18.853061461299227,18.663436583063188,17.13084308027758,16.423295861531706,15.880034200776802,15.931212334823188,15.871882142681256,17.51259061324378,16.19898883379461,17.42051953171674,17.33696023365462,16.81271743025021,16.194244197541543,15.385663754668457
SPLUS-s27s19,19.504484428147805,19.005910007576134,18.502331638381236,18.584751791346548,18.6910500080346,20.255706966244468,19.005997113837516,20.234548764072795,19.812047932562315,20.05843523283503,19.052862950402666,19.533407835275213,19.51292169408215,18.917735180090006,18.336535554477052,18.619525074962482,18.577423160742168,20.21412824667078,19.010504580337,20.23206391130006,19.814387962629006,20.035058123613553,19.023573669160847,19.520056951556704,19.32678850689264,18.690446292039248,18.10497297279364,18.301135539750288,18.246170468325985,20.01739667424165,18.62013343975874,20.07247675312908,19.66612015696103,19.723815427967352,18.670706973018852,18.97522165320594,16.369646884774077,15.61541104655359,14.976126177980017,15.259097131826302,15.501775860364045,16.551834236219317,15.693630758404911,16.144530297776203,16.003880633818007,16.15377202867368,15.247714652389806,15.567681884257096
